index,title,salaryrange,company,location,size,industry,sector,easyapply,latitude,longitude
1,"Data Analyst, Center on Immigration and Justice (CIJ)",$37K-$66K (Glassdoor est.),"Vera Institute of Justice
3.2","New York, NY",201 to 500 employees,Social Assistance,Non-Profit,TRUE,40.7128,-74.006
2,Quality Data Analyst,$37K-$66K (Glassdoor est.),"Visiting Nurse Service of New York
3.8","New York, NY",10000+ employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
3,"Senior Data Analyst, Insights & Analytics Team [Customer Operations]",$37K-$66K (Glassdoor est.),"Squarespace
3.4","New York, NY",1001 to 5000 employees,Internet,Information Technology,FALSE,40.7128,-74.006
4,Data Analyst,$37K-$66K (Glassdoor est.),"Celerity
4.1","New York, NY",201 to 500 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
5,Reporting Data Analyst,$37K-$66K (Glassdoor est.),"FanDuel
3.9","New York, NY",501 to 1000 employees,Sports & Recreation,"Arts, Entertainment & Recreation",TRUE,40.7128,-74.006
6,Data Analyst,$37K-$66K (Glassdoor est.),"Point72
3.9","New York, NY",1001 to 5000 employees,Investment Banking & Asset Management,Finance,FALSE,40.7128,-74.006
7,Business/Data Analyst (FP&A),$37K-$66K (Glassdoor est.),"Two Sigma
4.4","New York, NY",1001 to 5000 employees,Investment Banking & Asset Management,Finance,FALSE,40.7128,-74.006
8,Data Science Analyst,$37K-$66K (Glassdoor est.),"GNY Insurance Companies
3.7","New York, NY",201 to 500 employees,Insurance Carriers,Insurance,TRUE,40.7128,-74.006
9,Data Analyst,$37K-$66K (Glassdoor est.),"DMGT
4.0","New York, NY",5001 to 10000 employees,Venture Capital & Private Equity,Finance,FALSE,40.7128,-74.006
10,"Data Analyst, Merchant Health",$37K-$66K (Glassdoor est.),"Riskified
4.4","New York, NY",501 to 1000 employees,Research & Development,Business Services,FALSE,40.7128,-74.006
11,Data Analyst,$37K-$66K (Glassdoor est.),"NYU Langone Health
4.0","New York, NY",10000+ employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
12,Data Analyst,$37K-$66K (Glassdoor est.),BulbHead,"Fairfield, NJ",1 to 50 employees,-1,-1,FALSE,,
13,DATA ANALYST,$37K-$66K (Glassdoor est.),"Montefiore Medical
3.7","New York, NY",10000+ employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
14,Senior Data Analyst,$37K-$66K (Glassdoor est.),"Known
3.0","New York, NY",201 to 500 employees,Advertising & Marketing,Business Services,TRUE,40.7128,-74.006
15,Investment Advisory Data Analyst,$37K-$66K (Glassdoor est.),"Advisor Group
3.4","Jersey City, NJ",1001 to 5000 employees,Brokerage Services,Finance,FALSE,,
16,Sustainability Data Analyst,$37K-$66K (Glassdoor est.),"CodeGreen Solutions
3.6","New York, NY",1 to 50 employees,Building & Personnel Services,Business Services,FALSE,40.7128,-74.006
17,Data Analyst,$37K-$66K (Glassdoor est.),"Undertone
3.8","New York, NY",201 to 500 employees,Advertising & Marketing,Business Services,TRUE,40.7128,-74.006
18,Clinical Data Analyst,$37K-$66K (Glassdoor est.),"NYSTEC
3.8","New York, NY",51 to 200 employees,Consulting,Business Services,FALSE,40.7128,-74.006
19,DATA PROGRAMMER/ANALYST,$37K-$66K (Glassdoor est.),"Education Development Center, Inc.
3.9","New York, NY",501 to 1000 employees,Research & Development,Business Services,FALSE,40.7128,-74.006
20,Data Analyst,$37K-$66K (Glassdoor est.),"Teachers Pay Teachers
4.9","New York, NY",51 to 200 employees,Internet,Information Technology,FALSE,40.7128,-74.006
21,"Product Analyst, Data Science",$37K-$66K (Glassdoor est.),"Google
4.4","New York, NY",10000+ employees,Internet,Information Technology,FALSE,40.7128,-74.006
22,Data Science Analyst,$37K-$66K (Glassdoor est.),MUSIC & Entertainment,"New York, NY",Unknown,-1,-1,FALSE,40.7128,-74.006
23,Data Analyst - Intex Developer,$37K-$66K (Glassdoor est.),"Macquarie Group
3.3","New York, NY",10000+ employees,Investment Banking & Asset Management,Finance,FALSE,40.7128,-74.006
24,Data Analyst,$37K-$66K (Glassdoor est.),"Andiamo
3.5","New York, NY",201 to 500 employees,Casual Restaurants,"Restaurants, Bars & Food Services",FALSE,40.7128,-74.006
25,Entry Level / Jr. Data Analyst,$37K-$66K (Glassdoor est.),"Dash Technologies Inc
3.8","New York, NY",1 to 50 employees,-1,-1,FALSE,40.7128,-74.006
26,Data Analyst,$37K-$66K (Glassdoor est.),"Hearst Communications
4.0","New York, NY",1 to 50 employees,Advertising & Marketing,Business Services,FALSE,40.7128,-74.006
27,Data + Business Intelligence Analyst,$37K-$66K (Glassdoor est.),"Duolingo
5.0","New York, NY",201 to 500 employees,Internet,Information Technology,FALSE,40.7128,-74.006
28,"Data Analyst, Product",$37K-$66K (Glassdoor est.),"Ro
4.8","New York, NY",51 to 200 employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
29,Data Analyst Entry Level,$37K-$66K (Glassdoor est.),"Endai
3.7","New York, NY",1 to 50 employees,Advertising & Marketing,Business Services,FALSE,40.7128,-74.006
30,Data Analyst,$37K-$66K (Glassdoor est.),"BlueLabs
4.7","New York, NY",1 to 50 employees,Research & Development,Business Services,FALSE,40.7128,-74.006
31,Data Analyst,$46K-$87K (Glassdoor est.),"Revel
3.6","Brooklyn, NY",51 to 200 employees,Consulting,Business Services,TRUE,,
32,Data Analyst,$46K-$87K (Glassdoor est.),"NALLAS CORPORATION
3.6","Jersey City, NJ",1 to 50 employees,Enterprise Software & Network Solutions,Information Technology,FALSE,,
33,Data Analyst,$46K-$87K (Glassdoor est.),"Pozent
3.5","New York, NY",1 to 50 employees,-1,-1,FALSE,40.7128,-74.006
34,"Data Science Analyst, Capital Markets",$46K-$87K (Glassdoor est.),"SoFi
3.2","New York, NY",1001 to 5000 employees,Lending,Finance,FALSE,40.7128,-74.006
35,Data Analyst (Games),$46K-$87K (Glassdoor est.),Carry1st,"New York, NY",-1,-1,-1,FALSE,40.7128,-74.006
36,Analyst/Associate Global Markets Credit Data Analyst,$46K-$87K (Glassdoor est.),"Bank of America
3.7","New York, NY",10000+ employees,Banks & Credit Unions,Finance,FALSE,40.7128,-74.006
37,Data Business Analyst,$46K-$87K (Glassdoor est.),Clear Street,"New York, NY",51 to 200 employees,-1,-1,FALSE,40.7128,-74.006
38,Data Analyst with Excel/DAX/ PowerBI experience- Fulltime,$46K-$87K (Glassdoor est.),"Nutech Information Systems
3.6","New York, NY",1 to 50 employees,Computer Hardware & Software,Information Technology,FALSE,40.7128,-74.006
39,Data Science Analyst/Engineer,$46K-$87K (Glassdoor est.),"NYU Langone Health
4.0","New York, NY",10000+ employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
40,Data Analyst,$46K-$87K (Glassdoor est.),"The Trevor Project
4.6","New York, NY",51 to 200 employees,Social Assistance,Non-Profit,FALSE,40.7128,-74.006
41,"Business Analyst, Data Platforms",$46K-$87K (Glassdoor est.),Pinto,"New York, NY",1 to 50 employees,-1,-1,FALSE,40.7128,-74.006
42,Behavioral Data Analyst,$46K-$87K (Glassdoor est.),AB InBev,"New York, NY",1001 to 5000 employees,-1,-1,FALSE,40.7128,-74.006
43,Data Analyst,$46K-$87K (Glassdoor est.),"Whip Media Group
5.0","New York, NY",51 to 200 employees,-1,-1,FALSE,40.7128,-74.006
44,Data Analyst -1+ year Contract - NYC,$46K-$87K (Glassdoor est.),"Two95 International Inc.
4.0","New York, NY",1 to 50 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
45,Data Analyst,$46K-$87K (Glassdoor est.),"Vettery
3.0","New York, NY",201 to 500 employees,Internet,Information Technology,FALSE,40.7128,-74.006
46,Data Analyst,$46K-$87K (Glassdoor est.),"Nesco Resource, LLC
2.9","New York, NY",1001 to 5000 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
47,Advertising Data Analyst,$46K-$87K (Glassdoor est.),"Hearst Communications
4.0","New York, NY",1 to 50 employees,Advertising & Marketing,Business Services,FALSE,40.7128,-74.006
48,Data Analyst,$46K-$87K (Glassdoor est.),"MediaMath
3.6","New York, NY",501 to 1000 employees,Advertising & Marketing,Business Services,TRUE,40.7128,-74.006
49,Market Data Reporting Analyst,$46K-$87K (Glassdoor est.),"Jordan & Jordan
4.9","New York, NY",1 to 50 employees,Brokerage Services,Finance,FALSE,40.7128,-74.006
50,"Senior Analyst, Data Science",$46K-$87K (Glassdoor est.),"Roku
3.9","New York, NY",1001 to 5000 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
51,"Senior Data Analyst, Disney+",$46K-$87K (Glassdoor est.),"Walt Disney Co.
4.0","New York, NY",10000+ employees,Motion Picture Production & Distribution,Media,FALSE,40.7128,-74.006
52,"Office of the CAO | Reference Data, Project Manager/Business Analyst",$46K-$87K (Glassdoor est.),"Citadel
3.8","New York, NY",1001 to 5000 employees,-1,-1,FALSE,40.7128,-74.006
53,Business Data Analyst,$46K-$87K (Glassdoor est.),"Xoriant Corporation
3.7","Jersey City, NJ",1001 to 5000 employees,IT Services,Information Technology,FALSE,,
54,Senior Data Analyst,$46K-$87K (Glassdoor est.),"Gemini
3.6","New York, NY",51 to 200 employees,Brokerage Services,Finance,FALSE,40.7128,-74.006
55,Data Scientist / Big Data Analytics Analyst,$46K-$87K (Glassdoor est.),"TSR, Inc.
3.6","Weehawken, NJ",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,,
56,Data Reporting Analyst,$46K-$87K (Glassdoor est.),NADAP NYS INC.,"New York, NY",-1,-1,-1,FALSE,40.7128,-74.006
57,"Principal Data Analyst, LATAM - Disney Streaming Services",$46K-$87K (Glassdoor est.),"Walt Disney Co.
4.0","New York, NY",10000+ employees,Motion Picture Production & Distribution,Media,FALSE,40.7128,-74.006
58,Data Analyst II,$46K-$87K (Glassdoor est.),"Fragomen Worldwide
3.2","New York, NY",1001 to 5000 employees,Legal,Accounting & Legal,FALSE,40.7128,-74.006
59,"Data Analyst - Environmental, Social, and Governance",$46K-$87K (Glassdoor est.),"Bloomberg
3.8","New York, NY",10000+ employees,Computer Hardware & Software,Information Technology,FALSE,40.7128,-74.006
60,Data Analyst,$46K-$87K (Glassdoor est.),"Real Capital Analytics
3.9","New York, NY",51 to 200 employees,Real Estate,Real Estate,FALSE,40.7128,-74.006
61,"Data Analyst, Revenue Analytics",$51K-$88K (Glassdoor est.),"Ro
4.8","New York, NY",51 to 200 employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
62,Data Analyst - Data Acquisition / Data Lineage,$51K-$88K (Glassdoor est.),"Perficient
3.6","New York, NY",1001 to 5000 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
63,Data Analyst - Data Scanning utilizing Rochade,$51K-$88K (Glassdoor est.),"Perficient
3.6","New York, NY",1001 to 5000 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
64,Data Analyst - Stitching,$51K-$88K (Glassdoor est.),"Perficient
3.6","New York, NY",1001 to 5000 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
65,Junior Data Analyst,$51K-$88K (Glassdoor est.),"Kforce
4.1","New York, NY",10000+ employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
66,"Data Analyst, Retail Media",$51K-$88K (Glassdoor est.),"Criteo
3.9","New York, NY",1001 to 5000 employees,Internet,Information Technology,FALSE,40.7128,-74.006
67,Data Analyst,$51K-$88K (Glassdoor est.),"Royal Communications
3.0","New York, NY",1 to 50 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
68,Portfolio Data Analyst,$51K-$88K (Glassdoor est.),"Neuberger Berman
3.7","New York, NY",1001 to 5000 employees,Investment Banking & Asset Management,Finance,FALSE,40.7128,-74.006
69,Data Science Analyst,$51K-$88K (Glassdoor est.),Greater New York Mutual Insurance Companies (GNY),"New York, NY",-1,-1,-1,FALSE,40.7128,-74.006
70,Data/Reporting Analyst,$51K-$88K (Glassdoor est.),"Diverse Lynx
3.9","New York, NY",501 to 1000 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
71,Data Analyst 2,$51K-$88K (Glassdoor est.),"eTeam Inc.
3.7","New York, NY",51 to 200 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
72,Entry Level Data Analyst,$51K-$88K (Glassdoor est.),impakt Advisors,"New York, NY",1 to 50 employees,Consulting,Business Services,FALSE,40.7128,-74.006
73,Marketing Data Analyst,$51K-$88K (Glassdoor est.),"Current
3.6","New York, NY",201 to 500 employees,-1,-1,FALSE,40.7128,-74.006
74,Data/Information Mgt Analyst,$51K-$88K (Glassdoor est.),"Citi
3.7","New York, NY",10000+ employees,Investment Banking & Asset Management,Finance,FALSE,40.7128,-74.006
75,Business Data Analyst,$51K-$88K (Glassdoor est.),"Axelon Services Corporation
3.6","New York, NY",501 to 1000 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
76,Information Systems Officer (Data Analyst),$51K-$88K (Glassdoor est.),"United Nations
4.1","New York, NY",10000+ employees,Federal Agencies,Government,FALSE,40.7128,-74.006
77,Media Science Big Data Analyst,$51K-$88K (Glassdoor est.),"Discovery Communications, Inc.
3.5","New York, NY",10000+ employees,TV Broadcast & Cable Networks,Media,FALSE,40.7128,-74.006
78,Data Analyst,$51K-$88K (Glassdoor est.),"Randstad
3.7","Jersey City, NJ",1001 to 5000 employees,Staffing & Outsourcing,Business Services,FALSE,,
79,Data Analyst,$51K-$88K (Glassdoor est.),"Mulberry Technology
5.0","New York, NY",1 to 50 employees,-1,-1,FALSE,40.7128,-74.006
80,Data analyst with Python,$51K-$88K (Glassdoor est.),"Two95 International Inc.
4.0","New York, NY",1 to 50 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
81,Data Analyst,$51K-$88K (Glassdoor est.),"SoftStandard Solutions
4.8","New York, NY",51 to 200 employees,-1,-1,FALSE,40.7128,-74.006
82,Data Analyst,$51K-$88K (Glassdoor est.),"EDO, Inc.
5.0","New York, NY",1 to 50 employees,Internet,Information Technology,FALSE,40.7128,-74.006
83,"Healthcare Data Analyst, Qsight",$51K-$88K (Glassdoor est.),"Guidepoint
3.3","New York, NY",501 to 1000 employees,Research & Development,Business Services,TRUE,40.7128,-74.006
84,BA/Data Analyst,$51K-$88K (Glassdoor est.),"Mitchell Martin
4.1","New York, NY",501 to 1000 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
85,Data Analyst Python,$51K-$88K (Glassdoor est.),"Lorven Technologies Inc
4.0","New York, NY",1 to 50 employees,Accounting,Accounting & Legal,FALSE,40.7128,-74.006
86,"Data Analyst, Bitcoin Trading Firm",$51K-$88K (Glassdoor est.),Fintech Recruiters,"New York, NY",Unknown,-1,-1,FALSE,40.7128,-74.006
87,Data Analyst-BA,$51K-$88K (Glassdoor est.),"Sphinix Network Solutions Inc.
1.0","New York, NY",1 to 50 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
88,Data Analytics Solutions Analyst,$51K-$88K (Glassdoor est.),"Praescient Analytics
3.1","New York, NY",51 to 200 employees,Consulting,Business Services,FALSE,40.7128,-74.006
89,Quantitative Data Analyst,$51K-$88K (Glassdoor est.),"Global Atlantic Financial Group
4.5","New York, NY",1001 to 5000 employees,Insurance Carriers,Insurance,TRUE,40.7128,-74.006
90,Data Analyst,$51K-$88K (Glassdoor est.),"FINRA
3.4","New York, NY",1001 to 5000 employees,Brokerage Services,Finance,FALSE,40.7128,-74.006
91,Data Analyst,$51K-$87K (Glassdoor est.),NYU Langone Medical Center,"New York, NY",-1,-1,-1,FALSE,40.7128,-74.006
92,"Descriptive Analytics Data Analyst, IB",$51K-$87K (Glassdoor est.),"Jefferies
3.6","New York, NY",1001 to 5000 employees,Investment Banking & Asset Management,Finance,FALSE,40.7128,-74.006
93,Data Analyst,$51K-$87K (Glassdoor est.),"RGP
4.1","New York, NY",1001 to 5000 employees,Consulting,Business Services,FALSE,40.7128,-74.006
94,Data Analyst,$51K-$87K (Glassdoor est.),"Tachyon Technologies
4.4","New York, NY",201 to 500 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
95,Data Analyst,$51K-$87K (Glassdoor est.),"Apex Systems
3.8","Jersey City, NJ",1001 to 5000 employees,Staffing & Outsourcing,Business Services,TRUE,,
96,Data Analyst,$51K-$87K (Glassdoor est.),"Hagerty Consulting
3.2","New York, NY",1 to 50 employees,Consulting,Business Services,FALSE,40.7128,-74.006
97,Data Analyst,$51K-$87K (Glassdoor est.),Gainful Health,"New York, NY",1 to 50 employees,Food & Beverage Stores,Retail,FALSE,40.7128,-74.006
98,Business Data Analyst,$51K-$87K (Glassdoor est.),"Cortex consultants LLC
3.8","New York, NY",501 to 1000 employees,Consulting,Business Services,FALSE,40.7128,-74.006
99,Data Analyst,$51K-$87K (Glassdoor est.),"Medly Pharmacy
4.7","Brooklyn, NY",201 to 500 employees,Health Care Services & Hospitals,Health Care,FALSE,,
100,Healthcare Data Analyst,$51K-$87K (Glassdoor est.),"Fair Health
2.3","New York, NY",1 to 50 employees,-1,-1,FALSE,40.7128,-74.006
101,Supply Chain Data Analyst,$51K-$87K (Glassdoor est.),"Peloton Interactive
3.8","New York, NY",1001 to 5000 employees,"Health, Beauty, & Fitness",Consumer Services,TRUE,40.7128,-74.006
102,Data Analyst - IBM Tool Set,$51K-$87K (Glassdoor est.),"ektello
4.6","New York, NY",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
103,Analyst-Data Integrity,$51K-$87K (Glassdoor est.),"Premier, Inc.
3.0","New York, NY",1001 to 5000 employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
104,"Reference Data Operations Analyst - Index Instrument, Associate",$51K-$87K (Glassdoor est.),"JPMorgan Chase
3.9","New York, NY",10000+ employees,Investment Banking & Asset Management,Finance,FALSE,40.7128,-74.006
105,Data Analyst,$51K-$87K (Glassdoor est.),"Fund for Public Health
3.0","Long Island City, NY",201 to 500 employees,Social Assistance,Non-Profit,FALSE,,
106,Data & Service Health Analyst,$51K-$87K (Glassdoor est.),"BlueVoyant
4.2","New York, NY",51 to 200 employees,-1,-1,FALSE,40.7128,-74.006
107,Data/Systems Analyst,$51K-$87K (Glassdoor est.),"Crossfire Consulting Corporation
5.0","New York, NY",51 to 200 employees,Consulting,Business Services,FALSE,40.7128,-74.006
108,Data Analyst,$51K-$87K (Glassdoor est.),"Reliable Software Resources
4.0","New York, NY",501 to 1000 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
109,Data Analyst,$51K-$87K (Glassdoor est.),Hyde Leadership Brooklyn,"Brooklyn, NY",51 to 200 employees,-1,-1,FALSE,,
110,Data Analyst,$51K-$87K (Glassdoor est.),Vertex Intel Systems,"Jersey City, NJ",-1,-1,-1,FALSE,,
111,Data Analyst Intern,$51K-$87K (Glassdoor est.),"My Job Tank
3.6","Jersey City, NJ",51 to 200 employees,IT Services,Information Technology,TRUE,,
112,"Data Analytics Analyst or Associate, Cowen Sustainable Investments",$51K-$87K (Glassdoor est.),"Cowen
3.7","New York, NY",501 to 1000 employees,Investment Banking & Asset Management,Finance,FALSE,40.7128,-74.006
113,Data Reporting Analyst,$51K-$87K (Glassdoor est.),"Robert Half
3.5","New York, NY",10000+ employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
114,Data Analyst,$51K-$87K (Glassdoor est.),"FJA-US Inc.
2.8","New York, NY",51 to 200 employees,Computer Hardware & Software,Information Technology,FALSE,40.7128,-74.006
115,Data Analyst,$51K-$87K (Glassdoor est.),"Averity
5.0","New York, NY",1 to 50 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
116,Data Analyst,$51K-$87K (Glassdoor est.),"Capgemini
3.8","Jersey City, NJ",10000+ employees,Enterprise Software & Network Solutions,Information Technology,FALSE,,
117,ERP Data Analyst,$51K-$87K (Glassdoor est.),"Wildlife Conservation Society
3.4","New York, NY",1001 to 5000 employees,Social Assistance,Non-Profit,FALSE,40.7128,-74.006
118,Data Analyst,$51K-$87K (Glassdoor est.),"Asembia
3.6","Florham Park, NJ",501 to 1000 employees,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,FALSE,,
119,Healthcare Data/Reporting Analyst,$51K-$87K (Glassdoor est.),Vesta Healthcare,"New York, NY",1 to 50 employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
120,PBM Data Analyst,$51K-$87K (Glassdoor est.),"1199SEIU Funds
3.2","New York, NY",1001 to 5000 employees,Insurance Carriers,Insurance,FALSE,40.7128,-74.006
121,Data Analyst (Temporary Assignment),$59K-$85K (Glassdoor est.),"Nutrafol
3.8","New York, NY",51 to 200 employees,"Health, Beauty, & Fitness",Consumer Services,FALSE,40.7128,-74.006
122,Data Analyst,$59K-$85K (Glassdoor est.),"New York Life Insurance Co
3.5","New York, NY",10000+ employees,Insurance Agencies & Brokerages,Insurance,FALSE,40.7128,-74.006
123,Market Data Analyst,$59K-$85K (Glassdoor est.),"EDP World, Inc.
3.5","New York, NY",1 to 50 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
124,Data Analyst,$59K-$85K (Glassdoor est.),"Phyton Talent Advisors
4.1","Jersey City, NJ",1 to 50 employees,-1,-1,FALSE,,
125,Junior Data Analyst,$59K-$85K (Glassdoor est.),"Staffigo Technical Services, LLC
5.0","New York, NY",51 to 200 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
126,Microsoft Dynamics CRM Data Analyst,$59K-$85K (Glassdoor est.),"IBM
3.7","New York, NY",10000+ employees,IT Services,Information Technology,FALSE,40.7128,-74.006
127,Practice Analyst Data,$59K-$85K (Glassdoor est.),"Northwell Health
4.0","Manhasset, NY",10000+ employees,Health Care Services & Hospitals,Health Care,FALSE,,
128,Buyside - Data Scientist/Research Analyst,$59K-$85K (Glassdoor est.),"Huxley
3.3","New York, NY",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,40.7128,-74.006
129,Data Analyst - Healthcare Provider Networks and Formularies,$59K-$85K (Glassdoor est.),"Vericred
2.9","New York, NY",1 to 50 employees,Internet,Information Technology,FALSE,40.7128,-74.006
130,Electronic Trading Data Analyst,$59K-$85K (Glassdoor est.),"Scotiabank
3.6","New York, NY",10000+ employees,Investment Banking & Asset Management,Finance,FALSE,40.7128,-74.006
131,"Data Analyst, Center for Developing Brain",$59K-$85K (Glassdoor est.),"Child Mind Institute
3.2","New York, NY",201 to 500 employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
132,Data Processing & Performance Analyst,$59K-$85K (Glassdoor est.),"Balance Innovations
3.1","New York, NY",51 to 200 employees,Computer Hardware & Software,Information Technology,FALSE,40.7128,-74.006
133,Business Analyst - Data Analyst,$59K-$85K (Glassdoor est.),"Asset Staffing
3.4","Newark, NJ",201 to 500 employees,Staffing & Outsourcing,Business Services,FALSE,,
134,Data Analyst with Rochade,$59K-$85K (Glassdoor est.),"Reliable Software Resources
4.0","New York, NY",501 to 1000 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
135,Advertising Data Analyst,$59K-$85K (Glassdoor est.),"Hearst Television, Inc
4.3","New York, NY",51 to 200 employees,TV Broadcast & Cable Networks,Media,FALSE,40.7128,-74.006
136,Product Analyst - Data,$59K-$85K (Glassdoor est.),"William Hill US
2.7","Jersey City, NJ",10000+ employees,Gambling,"Arts, Entertainment & Recreation",TRUE,,
137,Senior Data Analyst,$59K-$85K (Glassdoor est.),"Rockstar Games
4.1","New York, NY",1001 to 5000 employees,Video Games,Media,FALSE,40.7128,-74.006
138,Data Analyst,$59K-$85K (Glassdoor est.),"ZDAAS
4.4","Brooklyn, NY",1 to 50 employees,-1,-1,FALSE,,
139,Market Research Data Analyst - Physician Technology,$59K-$85K (Glassdoor est.),"Decision Resources Group
3.1","New York, NY",1001 to 5000 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
140,Data Analyst,$59K-$85K (Glassdoor est.),"Highbridge Consulting LLC
3.0","New York, NY",1 to 50 employees,-1,-1,FALSE,40.7128,-74.006
141,Look ML Data Analyst,$59K-$85K (Glassdoor est.),"NTT DATA, Inc.
2.9","New York, NY",201 to 500 employees,Accounting,Accounting & Legal,FALSE,40.7128,-74.006
142,Data Collection Analyst,$59K-$85K (Glassdoor est.),"Columbia University
3.9","New York, NY",10000+ employees,Colleges & Universities,Education,FALSE,40.7128,-74.006
143,Data Analyst,$59K-$85K (Glassdoor est.),"Precision technologies corp
4.2","New York, NY",201 to 500 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
144,DATA ENTRY/ BILLING ANALYST,$59K-$85K (Glassdoor est.),"Cactus Holdings
3.9","Queens Village, NY",1001 to 5000 employees,Research & Development,Business Services,FALSE,,
145,Student Persistence Initiative Data Analyst/Scientist,$59K-$85K (Glassdoor est.),"Cuny Research Foundation
4.2","New York, NY",10000+ employees,Colleges & Universities,Education,FALSE,40.7128,-74.006
146,Data Quality Analyst,$59K-$85K (Glassdoor est.),SGA Inc.,"New York, NY",1 to 50 employees,Architectural & Engineering Services,Business Services,FALSE,40.7128,-74.006
147,Data Governance Analyst,$59K-$85K (Glassdoor est.),"Crossfire Consulting Corporation
5.0","New York, NY",51 to 200 employees,Consulting,Business Services,FALSE,40.7128,-74.006
148,Sr. Business Intelligence Engineer / Data Analyst,$59K-$85K (Glassdoor est.),"Amazon
3.9","New York, NY",10000+ employees,Internet,Information Technology,FALSE,40.7128,-74.006
149,Data Analyst,$59K-$85K (Glassdoor est.),"Voice
3.4","Brooklyn, NY",Unknown,-1,-1,FALSE,,
150,Data Analyst,$59K-$85K (Glassdoor est.),"NTT DATA, Inc.
2.9","New York, NY",201 to 500 employees,Accounting,Accounting & Legal,FALSE,40.7128,-74.006
151,Data Analyst,$43K-$76K (Glassdoor est.),"NYU Langone Health
4.0","New York, NY",10000+ employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
152,Healthcare Data/Reporting Analyst,$43K-$76K (Glassdoor est.),"HOMETEAM
3.6","New York, NY",51 to 200 employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
153,Data Analyst I - Geriatrics and Palliative Care,$43K-$76K (Glassdoor est.),"Mount Sinai Health System
3.4","New York, NY",10000+ employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
154,Data Analyst,$43K-$76K (Glassdoor est.),Monkey Algorithms LLC,"New York, NY",-1,-1,-1,FALSE,40.7128,-74.006
155,Data Analyst/Rochade,$43K-$76K (Glassdoor est.),"Halcyon Solutions, Inc.
3.3","New York, NY",51 to 200 employees,IT Services,Information Technology,FALSE,40.7128,-74.006
156,"Data Analyst, Revenue Analytics",$43K-$76K (Glassdoor est.),"Roman
3.2","New York, NY",201 to 500 employees,-1,-1,FALSE,40.7128,-74.006
157,Data Analyst,$43K-$76K (Glassdoor est.),"COUNCIL ON ACCREDITATION
3.8","New York, NY",51 to 200 employees,Social Assistance,Non-Profit,FALSE,40.7128,-74.006
158,Data Analyst,$43K-$76K (Glassdoor est.),APR Staffing,"New York, NY",-1,-1,-1,FALSE,40.7128,-74.006
159,"Data Analyst II, Division of Gastroenterology (Research)",$43K-$76K (Glassdoor est.),"Mount Sinai Health System
3.4","New York, NY",10000+ employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
160,"Data Analyst, Student Success Program",$43K-$76K (Glassdoor est.),"Child Mind Institute
3.2","New York, NY",201 to 500 employees,Health Care Services & Hospitals,Health Care,FALSE,40.7128,-74.006
161,Big Data QA Analyst with Jupyter notebook,$43K-$76K (Glassdoor est.),"COOLSOFT
3.2","Newark, NJ",51 to 200 employees,"Health, Beauty, & Fitness",Consumer Services,FALSE,,
